,Year,Team,offense_completion_percentage,offense_total_yards_gained_pass,offense_total_yards_gained_run,offense_ave_yards_gained_pass,offense_ave_yards_gained_run,offense_total_air_yards,offense_ave_air_yards,offense_total_yac,offense_ave_yac,offense_n_plays_pass,offense_n_plays_run,offense_n_interceptions,offense_n_fumbles_lost_pass,offense_n_fumbles_lost_run,offense_total_epa_pass,offense_total_epa_run,offense_ave_epa_pass,offense_ave_epa_run,offense_total_wpa_pass,offense_total_wpa_run,offense_ave_wpa_pass,offense_ave_wpa_run,offense_success_rate_pass,offense_success_rate_run,defense_completion_percentage,defense_total_yards_gained_pass,defense_total_yards_gained_run,defense_ave_yards_gained_pass,defense_ave_yards_gained_run,defense_total_air_yards,defense_ave_air_yards,defense_total_yac,defense_ave_yac,defense_n_plays_pass,defense_n_plays_run,defense_n_interceptions,defense_n_fumbles_lost_pass,defense_n_fumbles_lost_run,defense_total_epa_pass,defense_total_epa_run,defense_ave_epa_pass,defense_ave_epa_run,defense_total_wpa_pass,defense_total_wpa_run,defense_ave_wpa_pass,defense_ave_wpa_run,defense_success_rate_pass,defense_success_rate_run,points_scored,points_allowed,wins,losses,ties,score_differential
10,2013,Detroit Lions,0.5629742033383912,4486,1807,6.807283763277693,4.173210161662818,5240,8.304278922345487,2270,6.118598382749326,659,433,19,5,10,40.324818312157305,-44.344776267261736,0.0611909230836979,-0.102412878215385,0.8601216853444502,-1.8642763731731429,0.0013051922387624,-0.0043054881597532,0.4567526555386949,0.3903002309468822,0.5540983606557376,3956,1628,6.485245901639346,4.497237569060773,5511,9.651488616462348,1737,5.13905325443787,610,362,15,2,5,37.1471934083046,-59.5562829480188,0.0608970383742694,-0.1645201186409356,0.7787383738522724,-1.779733674108934,0.0012766202850037,-0.0049163913649417,0.4196721311475409,0.3342541436464088,395,376,7,9,0,19
11,2013,Green Bay Packers,0.594155844155844,4268,2151,6.928571428571432,4.83370786516854,4343,7.659611992945326,2232,6.098360655737704,616,445,16,3,4,47.62708307308647,22.563128862901635,0.0773166933004649,0.0507036603660709,0.5753317013363495,0.262513911587262,0.0009339800346369304,0.0005899189024432819,0.4691558441558439,0.4269662921348315,0.5684931506849317,3956,2009,6.773972602739726,4.74940898345154,4931,9.16542750929368,1882,5.668674698795181,584,423,11,8,3,56.59862335923915,23.940961764977985,0.0969154509576011,0.0565980183569216,0.6943357141610073,0.17877045700451,0.0011889310173989,0.0004226251938640968,0.4520547945205481,0.4444444444444442,417,428,8,7,1,-11
12,2013,Houston Texans,0.5520833333333331,3813,1746,5.674107142857145,4.217391304347824,5156,8.18412698412699,1652,4.452830188679246,672,414,22,5,3,-94.26307364967678,-28.00062973461245,-0.1402724310263051,-0.0676343713396436,-3.560994365356695,-1.0910403755496871,-0.0052990987579712,-0.0026353632259654,0.40625,0.4009661835748792,0.5540540540540538,3125,1975,6.0328185328185295,4.509132420091324,3899,8.055785123966942,1609,5.606271777003483,518,438,7,1,3,62.231410260075606,-34.42678431991286,0.1201378576449335,-0.0785999642007142,1.317719436395148,-0.1133942998749,0.0025438599158207,-0.0002588910956047959,0.4478764478764478,0.3424657534246574,276,428,2,14,0,-152
13,2013,Indianapolis Colts,0.5645161290322581,3733,1758,6.020967741935484,4.484693877551019,4739,8.142611683848802,1986,5.6742857142857135,620,392,10,2,1,24.017359105442644,3.162230577106497,0.0387376759765204,0.0080669147375166,-0.3305416437485862,0.9259972444224404,-0.0005331316834654564,0.0023622378684245,0.4499999999999999,0.4107142857142855,0.5625,3711,2008,6.442708333333331,4.55328798185941,4496,8.451127819548873,1834,5.660493827160494,576,441,15,6,4,27.48792128223721,-13.747446664963617,0.0477220855594391,-0.0311733484466296,0.4134991069385745,-0.5384228122296889,0.0007178803939905799,-0.0012209134064165,0.4305555555555557,0.4126984126984126,391,336,11,5,0,55
14,2013,Jacksonville Jaguars,0.5427682737169517,3441,1263,5.351477449455678,3.359042553191491,3911,6.617597292724196,2078,5.954154727793696,643,376,21,3,3,-109.21184355667395,-64.57848183097528,-0.1698473461223556,-0.1717512814653596,-1.9426266213937695,-1.579634069828476,-0.003021192257222,-0.0042011544410331,0.405909797822706,0.3351063829787234,0.6103448275862068,3962,2128,6.8310344827586205,4.360655737704919,4608,8.40875912408759,1905,5.381355932203389,580,488,11,4,6,88.23814265693015,-1.699991526598426,0.152134728718845,-0.0034835891938492,0.3386373051894963,0.6445394144034106,0.000583857422740511,0.0013207774885315,0.460344827586207,0.4262295081967213,247,449,4,12,0,-202
15,2013,Kansas City Chiefs,0.5711835334476844,3340,2072,5.728987993138939,4.898345153664301,3555,6.559040590405904,1904,5.717717717717717,583,423,8,6,4,19.06598617942301,8.073098592165291,0.0327032352991818,0.0190853394613835,-0.4264137983398086,0.3382769910357823,-0.00073141303317291,0.0007997091986661537,0.4322469982847341,0.4066193853427895,0.5235109717868337,3962,1931,6.210031347962378,4.586698337292161,5095,8.63559322033898,2125,6.362275449101795,638,421,21,7,4,-36.5001063419078,-27.52001606111536,-0.0572101980280691,-0.0653682091712953,-0.671087016441925,-0.6071858693403015,-0.0010518605273384,-0.0014422467205232,0.3996865203761757,0.351543942992874,430,305,11,5,0,125
16,2013,Los Angeles Rams,0.5543278084714548,3127,1770,5.758747697974218,4.275362318840581,3976,7.873267326732673,1645,5.465116279069768,543,414,11,6,4,-36.74985105936641,-45.34864917531629,-0.0676792837189069,-0.1095377999403775,-1.1965145530332149,-0.9255413694121364,-0.0022035258803558,-0.002235607172493,0.4290976058931861,0.359903381642512,0.617391304347826,3876,1658,6.7408695652173884,3.8558139534883766,3591,6.892514395393472,2202,6.202816901408448,575,430,14,8,5,24.010486677702463,-47.9960009394655,0.0417573681351347,-0.1116186068359662,0.4757316569400635,-0.6534638597897425,0.0008273594033740237,-0.0015196833948598,0.4834782608695653,0.3697674418604651,348,364,7,9,0,-16
17,2013,Los Angeles Chargers,0.6596858638743454,4328,1971,7.553228621291447,4.106249999999999,4218,7.767955801104971,2104,5.566137566137564,573,480,11,5,3,158.88796853834197,-13.952464566944826,0.2772913936096718,-0.0290676345144683,3.791215538079479,0.3696347429628522,0.0066164320036291,0.0007700723811726118,0.5270506108202441,0.3999999999999999,0.6254295532646049,4131,1729,7.097938144329894,4.647849462365592,4398,8.040219378427784,2030,5.576923076923075,582,372,11,3,2,64.1413036487094,23.60167442320492,0.1102084255132465,0.0634453613527012,2.0360499871184974,1.6513035826468812,0.0034983676754613,0.0044389881253948,0.4828178694158075,0.5,396,348,9,7,0,48
18,2013,Las Vegas Raiders,0.5302491103202847,3340,2008,5.943060498220641,4.680652680652679,4185,8.110465116279068,1723,5.781879194630871,562,429,20,4,5,-43.818547152863566,-18.712130089869163,-0.0779689451118571,-0.0436180188575037,-1.2921757993728755,-0.5069981009821402,-0.0022992451946136,-0.0011818137552031,0.4092526690391458,0.3659673659673659,0.6393162393162395,4092,1740,6.994871794871796,4.037122969837587,4016,7.368807339449538,2200,5.8823529411764754,585,431,9,6,3,99.42198791998231,-21.192009029713653,0.1699521161025338,-0.0491693945004958,1.110957123849627,0.0710796798697018,0.0018990720065805,0.0001649180507417704,0.482051282051282,0.3921113689095128,322,453,4,12,0,-131
19,2013,Miami Dolphins,0.5500770416024653,3567,1447,5.496147919876734,4.255882352941176,5690,9.660441426146011,1535,4.299719887955182,649,340,19,4,3,-2.978092029571137,-39.58348020651559,-0.0045887396449477,-0.1164220006073989,-0.8160964830569942,-1.0950440106433077,-0.0012574676164206,-0.0032207176783626,0.4329738058551617,0.3588235294117647,0.5557350565428111,3752,2026,6.061389337641357,4.356989247311828,4912,8.51299826689775,1905,5.537790697674419,619,465,18,2,3,4.703880117479113,3.682254346603155,0.0075991601251684,0.0079188265518346,-1.4951172930346155,0.8383139696903817,-0.0024153752714614,0.0018028257412696,0.4345718901453959,0.4451612903225805,317,335,8,8,0,-18
20,2013,Minnesota Vikings,0.5499153976311336,3427,2089,5.798646362098138,5.033734939759038,4720,8.644688644688646,1584,4.873846153846154,591,415,19,5,5,-60.08173949373658,21.287327966742403,-0.1016611497355949,0.0512947661849213,-0.4027170648414763,1.179239279750224,-0.0006814163533696523,0.002841540433133,0.4111675126903553,0.4,0.6107871720116617,4599,1782,6.704081632653063,4.144186046511627,4856,7.575663026521064,2495,5.954653937947493,686,430,12,5,1,102.09263833609616,-14.333732617291044,0.1488230879534931,-0.0333342619006766,3.524853139638925,-0.556187101723103,0.0051382698828555,-0.0012934583761002,0.4854227405247813,0.4069767441860466,391,480,5,10,1,-89
21,2013,New England Patriots,0.5705705705705707,4091,2084,6.142642642642642,4.590308370044052,5288,8.474358974358974,2014,5.300000000000001,666,454,11,3,6,67.47404331616225,-21.781245818686784,0.1013123773515949,-0.0479763123759623,0.5066855629466549,-0.6280458376661067,0.0007607891335535339,-0.0013833608759165,0.466966966966967,0.4427312775330397,0.5283018867924529,3824,2150,6.012578616352199,4.526315789473683,5660,9.625850340136054,1724,5.130952380952382,636,475,17,5,4,6.747952201488779,-4.545011208275293,0.0106099877381903,-0.0095684446490005,-0.2410143122080859,-0.2989785024009895,-0.0003789533210819335,-0.0006294284261073383,0.4308176100628931,0.4168421052631579,444,338,12,4,0,106
22,2013,New Orleans Saints,0.6491994177583698,4918,1496,7.158660844250365,4.043243243243245,5206,8.02157164869029,2435,5.4719101123595495,687,370,12,2,1,145.2547393736357,-16.162556954691,0.2114333906457575,-0.0436825863640301,2.966189366373086,-0.3503217040807589,0.0043175973309652,-0.0009468154164344812,0.5036390101892284,0.4162162162162163,0.5487364620938628,3105,1794,5.604693140794223,4.69633507853403,4250,8.415841584158416,1490,4.91749174917492,554,382,12,6,2,-33.67780952695442,-3.3994221237271667,-0.0607902699042501,-0.008899010795097,-1.3023703277136316,0.7317419295813847,-0.0023508489669921,0.00191555478948,0.4061371841155234,0.3717277486910993,414,304,11,5,0,110
23,2013,New York Giants,0.5354200988467877,3588,1344,5.911037891268533,3.603217158176943,5372,9.474426807760135,1490,4.584615384615384,607,373,29,4,8,-76.25359067329919,-75.90599504005145,-0.1256237078637549,-0.2035013271851244,-1.7052780388857165,-1.917912660496888,-0.0028093542650506,-0.0051418569986511,0.4200988467874793,0.3592493297587132,0.5685039370078743,3575,1755,5.62992125984252,3.988636363636364,4884,8.153589315525876,1626,4.50415512465374,635,440,17,5,4,-29.48482690992465,-36.12097772600474,-0.0464327982833455,-0.0820931311954652,-2.0078852189255176,-0.9438552274513016,-0.0031620239668118,-0.0021451255169347,0.4362204724409448,0.3681818181818181,294,383,7,9,0,-89
24,2013,New York Jets,0.5057034220532319,2932,2164,5.574144486692016,4.461855670103095,4326,9.03131524008351,1345,5.056390977443608,526,485,22,4,3,-77.79270804159697,-24.032090868323344,-0.1478948822083592,-0.049550702821285,-1.367156496275891,0.0603018752798395,-0.0025991568370264,0.0001243337634635838,0.3954372623574145,0.3587628865979381,0.5504000000000001,3957,1424,6.331200000000003,3.4731707317073184,5459,9.363636363636363,1761,5.119186046511628,625,410,13,1,0,55.63000255199454,-60.3004807324255,0.0890080040831917,-0.1470743432498183,0.1999888930266258,-1.3853163809902744,0.0003199822288425984,-0.0033788204414397,0.4335999999999999,0.2975609756097562,290,387,8,8,0,-97
25,2013,Philadelphia Eagles,0.5545617173524149,4106,2596,7.34525939177102,5.397089397089396,4996,9.834645669291335,2040,6.580645161290324,559,481,9,6,3,81.1282655956372,27.770428140877144,0.1451310654662562,0.0577347778396614,1.125571592404038,0.6545955015405324,0.0020135448880215,0.0013609054086081,0.4525939177101967,0.4760914760914762,0.5746478873239439,4642,1682,6.538028169014084,3.884526558891457,5854,8.776611694152924,2234,5.475490196078432,710,433,19,3,8,45.89631149287788,-51.20957105480299,0.0646426922434906,-0.1182669077478127,0.88581302352828,-1.826521059231195,0.0012476239768003,-0.004218293439333,0.4732394366197184,0.4249422632794455,442,382,10,6,0,60
26,2013,Pittsburgh Steelers,0.6041666666666666,4017,1397,6.4375,3.628571428571429,4958,8.548275862068964,2005,5.318302387267904,624,385,14,7,3,58.40193047841571,-56.6273505782128,0.0935928373051539,-0.1470840274758775,0.5729785736340799,-1.096412336677302,0.0009182348936443456,-0.0028478242511098,0.4711538461538461,0.3506493506493509,0.5447019867549668,3555,1862,5.885761589403973,4.422802850356296,5019,8.836267605633804,1591,4.835866261398177,604,421,10,6,4,-3.868098716748847,0.4983805650931519,-0.0064041369482601,0.0011838018173234,0.0372807478972442,0.0234629187099432,6.17230925450913e-05,5.573139836091346e-05,0.4238410596026488,0.3776722090261282,379,370,8,8,0,9
27,2013,Seattle Seahawks,0.5766738660907128,3236,2210,6.989200863930887,4.5010183299389,3995,9.557416267942582,1517,5.681647940074905,463,491,9,6,2,73.3549747526769,-15.597487073577206,0.1584340707401231,-0.0317667761172652,1.3226472776072191,-0.1927724533189487,0.0028566895844648,-0.0003926119212198545,0.4730021598272138,0.4215885947046843,0.5402097902097903,2754,1641,4.814685314685314,3.9927007299270074,3954,7.545801526717558,1272,4.116504854368931,572,411,28,5,3,-141.23138912555808,-39.75574498957102,-0.2469080229467798,-0.0967293065439682,-3.4724580633585846,-1.251755824329254,-0.0060707308799975,-0.0030456346090736,0.3916083916083915,0.3673965936739658,417,231,13,3,0,186
28,2013,San Francisco 49ers,0.5350877192982455,2979,2216,6.532894736842104,4.531697341513292,3950,9.47242206235012,1339,5.487704918032786,456,489,8,5,5,53.78162575856677,-23.74170777363362,0.1179421617512424,-0.0485515496393325,1.1708332632264975,-0.0685497589690068,0.0025676168053212,-0.00014018355617383393,0.4320175438596492,0.3987730061349693,0.5546623794212218,3536,1548,5.684887459807075,3.979434447300771,5266,9.032590051457971,1569,4.547826086956524,622,389,18,3,4,-41.73775399113965,-35.9473759805004,-0.0671024983780382,-0.0924097068907463,-0.6456950841274309,-1.431120313941261,-0.0010380949905585,-0.0036789725294119,0.4212218649517688,0.4010282776349614,406,272,12,4,0,134
29,2013,Tampa Bay Buccaneers,0.5187165775401069,2820,1645,5.026737967914437,4.00243309002433,4714,9.171206225680937,1136,3.903780068728522,561,411,12,4,2,-54.75162760168198,-38.73699713523597,-0.0975964841384704,-0.0942506013022771,-1.4028290394663097,-0.9031159222457542,-0.0025005865231128,-0.0021973623412305,0.393939393939394,0.3357664233576641,0.604810996563574,3808,1802,6.542955326460478,4.29047619047619,4164,7.640366972477062,1884,5.352272727272728,582,420,21,3,4,32.93714240413418,-25.17240273201793,0.0565930281857972,-0.0599342922190904,0.8164318309016806,-0.3497653238023772,0.0014028038331644,-0.000832774580481851,0.4604810996563573,0.3714285714285714,288,389,4,12,0,-101
30,2013,Tennessee Titans,0.5795053003533569,3496,1906,6.1766784452296815,4.216814159292036,4799,9.0718336483932,1661,5.064024390243904,566,452,16,3,2,32.19359168354349,-8.00416829037393,0.0568791372500769,-0.0177083369256059,0.5643433409819782,0.8106106775377412,0.0009970730406042092,0.0017933864547295,0.431095406360424,0.411504424778761,0.5951557093425605,3612,1809,6.249134948096887,4.197215777262182,4391,8.101476014760149,1584,4.604651162790698,578,431,13,6,6,20.300066718152,-8.421778965420701,0.035121222695765,-0.0195400904070084,-0.0682384409962236,0.6926927189258778,-0.00011805958649864962,0.0016071756819625,0.4619377162629757,0.4129930394431554,362,381,7,9,0,-19
31,2013,Washington Commanders,0.5419847328244275,3753,2169,5.729770992366413,4.80931263858093,5193,8.555189456342667,1843,5.191549295774646,655,451,19,9,5,-43.466925882526816,-11.045611688287847,-0.0663617189046209,-0.0244913784662704,-1.4919935152329824,-0.1828830102489107,-0.0022778526950121,-0.0004055055659621258,0.4137404580152673,0.4368070953436807,0.6127272727272728,3896,1792,7.083636363636361,4.276849642004771,4082,7.941634241245134,1975,5.860534124629077,550,419,16,7,3,60.12251520962306,-12.337166264274307,0.1093136640174964,-0.029444310893256,1.748031141511917,-0.5546776061607702,0.0031782384391125,-0.0013238129025316,0.4945454545454547,0.4057279236276848,334,478,3,13,0,-144
32,2014,Arizona Cardinals,0.5351170568561874,3810,1328,6.371237458193981,3.4493506493506496,6028,10.612676056338032,1604,5.012499999999998,598,385,12,3,2,8.34269535903222,-56.74323915003215,0.0139509955836658,-0.1473850367533302,1.12363139062781,-0.8491868765814623,0.0018789822585749,-0.0022056801989128,0.3963210702341136,0.3454545454545453,0.595432300163132,4152,1752,6.773246329526915,4.5625,4695,8.122837370242214,2269,6.216438356164384,613,384,18,5,1,-18.643431941294104,-30.77926298818173,-0.030413428941752,-0.0801543306983895,-0.7229831508792934,-0.888530864205328,-0.0011794178644034,-0.002313882458868,0.430668841761827,0.3567708333333334,310,299,11,5,0,11
33,2014,Atlanta Falcons,0.6342943854324736,4555,1502,6.91198786039454,4.070460704607047,4896,7.821086261980826,2099,5.021531100478469,659,369,15,7,2,53.91373324881428,-44.22989915967921,0.0818114313335576,-0.1198642253649839,1.6118492967272269,-0.0840167563130958,0.0024459018159745,-0.00022768768648535933,0.4916540212443095,0.3523035230352304,0.6157804459691252,4482,1910,7.687821612349913,4.331065759637188,5186,9.29390681003584,2073,5.774373259052921,583,441,16,5,3,80.89452495854584,0.3290678748630045,0.1387556174246068,0.0007461856572856993,3.08717794652799,0.8946830197193669,0.0052953309545934,0.0020287596819033,0.5180102915951973,0.4058956916099773,381,417,6,10,0,-36
34,2014,Baltimore Ravens,0.6056338028169014,3819,2039,6.723591549295774,4.709006928406467,4623,8.43613138686131,1751,5.090116279069767,568,433,12,3,3,56.66953381161806,-8.530956506190492,0.0997703060063697,-0.019701978074343,0.6176226941586546,-0.0320919895441926,0.0010873638981666,-7.411544929374392e-05,0.4753521126760564,0.3833718244803695,0.592248062015504,3983,1419,6.175193798449611,3.7049608355091386,4651,7.829966329966331,1913,5.007853403141362,645,383,11,5,5,32.89506133965144,-72.32912555909517,0.0510000951002344,-0.188848891799204,0.7715523636840633,-1.5465100459993364,0.001196205215014,-0.0040378852375961,0.4604651162790698,0.3368146214099218,409,302,10,6,0,107
35,2014,Buffalo Bills,0.5892857142857142,3616,1500,5.87012987012987,3.8265306122449,4173,7.244791666666666,2084,5.741046831955922,616,392,13,7,2,-21.042381987839317,-53.93929849568583,-0.0341597110192197,-0.1376002512645046,-0.6855178859513535,-1.0402003030699178,-0.0011128537109599,-0.0026535722017089,0.4318181818181818,0.375,0.5506535947712415,3292,1713,5.37908496732026,4.240099009900989,4559,8.184919210053858,1781,5.28486646884273,612,404,19,5,4,-86.90191264538358,-32.21436892017846,-0.1419965892898424,-0.0797385369311346,-1.685580475086625,-0.6494054220743831,-0.0027542164625598,-0.0016074391635504,0.4150326797385618,0.3861386138613861,343,289,9,7,0,54
36,2014,Carolina Panthers,0.5580204778156997,3513,2044,5.994880546075087,4.395698924731179,5321,9.817343173431734,1419,4.339449541284404,586,465,12,5,4,8.533192162816398,-20.489408576434585,0.0145617613699937,-0.0440632442503975,0.5315049490844949,0.1758609200416051,0.0009070050325674032,0.00037819552697118685,0.4522184300341297,0.4279569892473119,0.6097152428810724,3645,1802,6.105527638190958,4.692708333333332,4010,7.199281867145419,1911,5.25,597,384,14,9,3,1.5716605892397446,-5.701607418032399,0.0026325973019085,-0.0148479359844594,0.3796055363700027,-0.2859857063675548,0.0006358551697989808,-0.0007447544436655074,0.4455611390284758,0.3723958333333333,339,374,7,8,1,-35
37,2014,Chicago Bears,0.6055045871559632,3800,1456,5.810397553516818,4.244897959183673,4474,7.346469622331693,2161,5.457070707070706,654,343,19,9,1,-53.53559965193376,-9.748895684186646,-0.0818587150641191,-0.0284224363970456,-0.4788282221983396,-0.3224520496741764,-0.0007321532449516004,-0.0009400934392833176,0.4449541284403668,0.4256559766763848,0.6235093696763204,4230,1826,7.206132879045997,4.531017369727048,4369,7.987202925045705,1912,5.224043715846993,587,403,14,7,1,86.91955692014302,-7.117046448414246,0.148074202589681,-0.0176601648844026,1.1331279864152526,0.3431854954266905,0.0019303713567551,0.0008515769117287597,0.4991482112436115,0.3920595533498759,319,442,5,11,0,-123
